F435W,F814W,color
-7.614564919453837,-7.4815654992878216,-0.13299942016601562
-3.0835647821247356,-7.781564736348368,4.697999954223633
-6.770565056782939,-6.793565773946025,0.023000717163085938
-6.471565270405986,-6.098564171773173,-0.3730010986328125
-6.380565667134501,-6.30156519411204,-0.07900047302246094
-6.423564934712626,-6.121564888936259,-0.3020000457763672
-6.269565606099345,-5.9255657434284466,-0.34399986267089844
-6.134565377217509,-5.887565636616923,-0.24699974060058594
-5.832565331441142,-5.614564919453837,-0.2180004119873047
-5.806564354878642,-5.749565148335673,-0.05699920654296875
-5.805564904195048,-5.31256487367747,-0.4930000305175781
-5.7715645074665325,-5.53856470583079,-0.2329998016357422
-5.690565133076884,-5.490564370137431,-0.20000076293945312
-5.670564675313212,-5.3965645074665325,-0.2740001678466797
-5.596565270405986,-5.181564354878642,-0.41500091552734375
-5.290565514546611,-5.555564904195048,0.2649993896484375
-5.428564095479228,-5.31056406496165,-0.11800003051757812
-5.466564202290751,-5.279563927632548,-0.18700027465820312
-5.408565545064189,-5.147563958150126,-0.2610015869140625
-5.507564568501689,-4.997564339619853,-0.5100002288818359
-5.373565697652079,-5.1595649957477825,-0.21400070190429688
-5.329565072041728,-4.996564888936259,-0.33300018310546875
-5.141565346699931,-4.783565545064189,-0.3579998016357422
-4.979564690572001,-5.0115642785846966,0.03199958801269531
-4.992565178853251,-4.558565163594462,-0.43400001525878906
-5.098564171773173,-4.723564171773173,-0.375
-5.004564309102275,-4.736564660054423,-0.26799964904785156
-2.4825649499714153,-5.872564339619853,3.3899993896484375
-4.9095649957477825,-4.605564141255595,-0.3040008544921875
-4.881565117818095,-4.540565514546611,-0.3409996032714844
-4.783565545064189,-4.542564415913798,-0.24100112915039062
-1.440565133076884,-5.652565026265361,4.211999893188477
-4.300563836079814,-5.059564614278056,0.7590007781982422
-4.695564293843486,-4.2715645074665325,-0.4239997863769531
-1.7845649957477825,-5.4485645532429,3.663999557495117
-4.683565163594462,-4.2715645074665325,-0.4120006561279297
-4.709564232808329,-4.401565575581767,-0.3079986572265625
-4.242565178853251,-5.026565575581767,0.7840003967285156
-4.641565346699931,-4.251564049702861,-0.3900012969970703
-4.557565712910868,-4.495565438252665,-0.062000274658203125
-4.7245655298054,-3.8575649499714153,-0.8670005798339844
-4.610565209370829,-4.375564599019267,-0.2350006103515625
-4.684564614278056,-4.335565590840556,-0.3489990234375
-4.5675640344440716,-4.351564431172587,-0.21599960327148438
-4.503564858418681,-4.315565133076884,-0.18799972534179688
-4.505565667134501,-4.112564110738017,-0.3930015563964844
-4.476564431172587,-4.207565331441142,-0.2689990997314453
-4.514564537984111,-4.305564904195048,-0.2089996337890625
-4.5805645227253216,-4.097564721089579,-0.4829998016357422
-4.504564309102275,-4.3305645227253216,-0.17399978637695312
-4.582565331441142,-4.333564782124736,-0.24900054931640625
-4.502565407735087,-4.144565606099345,-0.3579998016357422
-2.109563851338603,-5.498565697652079,3.3890018463134766
-0.15356447694895436,-5.184564614278056,5.031000137329102
-4.489564919453837,-3.9235649347126262,-0.5659999847412109
-4.06456568239329,-4.410564446431376,0.34599876403808594
-0.5975647210895794,-5.255565667134501,4.658000946044922
-4.377565407735087,-4.1035652398884075,-0.2740001678466797
-4.321565651875712,-4.0905647516071575,-0.2310009002685547
-4.363565468770243,-4.040565514546611,-0.3229999542236328
-4.1495647668659466,-4.128564858418681,-0.020999908447265625
-4.240564370137431,-3.858564400655009,-0.3819999694824219
-4.285564446431376,-4.03856470583079,-0.24699974060058594
-4.1925640344440716,-3.9625644922077434,-0.22999954223632812
-4.235565209370829,-3.851564431172587,-0.3840007781982422
-4.138565087300517,-3.749565148335673,-0.38899993896484375
-4.256565117818095,-3.9625644922077434,-0.29400062561035156
-3.8835640191852825,-4.279563927632548,0.3959999084472656
-4.292564415913798,-3.5545654535114544,-0.7379989624023438
-4.160564446431376,-3.782564187031962,-0.37800025939941406
-3.3235645532428997,-4.6365642785846966,1.3129997253417969
-4.144565606099345,-3.8675651788532512,-0.27700042724609375
-3.4455642938434856,-4.558565163594462,1.1130008697509766
-4.248565697652079,-3.7225647210895794,-0.5260009765625
-0.5705642938434856,-4.875564599019267,4.305000305175781
-4.0675640344440716,-3.887565636616923,-0.17999839782714844
-4.158565545064189,-3.796564125996806,-0.3620014190673828
-4.082565331441142,-3.7325649499714153,-0.35000038146972656
-3.394565606099345,-4.3835640191852825,0.9889984130859375
-4.0735645532429,-3.740564370137431,-0.33300018310546875
-4.114564919453837,-3.3405647516071575,-0.7740001678466797
-0.48156549928782155,-4.755565667134501,4.27400016784668
-0.3765640497028606,-4.743564629536845,4.367000579833984
-3.874565148335673,-3.9455642938434856,0.0709991455078125
-4.010564827901103,-3.7325649499714153,-0.2779998779296875
-1.6955642938434856,-4.821565651875712,3.1260013580322266
-1.8375644922077434,-4.7155647516071575,2.878000259399414
-3.634565377217509,-4.094564461690165,0.45999908447265625
-0.15156557558176686,-4.5995655298054,4.447999954223633
-3.960565590840556,-3.45056536195872,-0.5100002288818359
-3.9155655145466106,-3.608564400655009,-0.30700111389160156
-3.9235649347126262,-3.5285644769489544,-0.3950004577636719
-1.3645649194538372,-4.679565453511454,3.315000534057617
-3.6035652398884075,-4.028564476948954,0.4249992370605469
-3.2485656976520794,-4.378564858418681,1.1299991607666016
-0.9055652856647747,-4.8665657281696575,3.961000442504883
-3.928564095479228,-3.6095657586872356,-0.3189983367919922
-3.4025650262653606,-4.184564614278056,0.7819995880126953
-3.9585647821247356,-3.5645656823932903,-0.3939990997314453
-3.9155655145466106,-3.6475639581501262,-0.2680015563964844
-0.5265655755817669,-4.726564431172587,4.19999885559082
-3.8375644922077434,-3.608564400655009,-0.22900009155273438
-3.9295654535114544,-3.5735645532428997,-0.3560009002685547
-3.5745640039264934,-4.023565316182353,0.4490013122558594
-1.2245655298053997,-4.679565453511454,3.4549999237060547
-3.874565148335673,-3.6405639886677044,-0.23400115966796875
-3.933565163594462,-3.5085640191852825,-0.4250011444091797
