 #1)No	#2)log(U)	#3)log(n_H/cm^-3)	#4)log(Age/yr)	#5)NII[6548A]	 #6)EW_NII[6548A]	 #7)NII[6584A]	 #8)EW_NII[6584A]	 #9)SII[6716A]	 #10)EW_SII[6716A]	 #11)SII[6731A]	#12)EW_SII[6731A]	 #13)OI[6300A]	 #14)EW_OI[6300A]	 #15)OIII[4959A]	#16)EW_OIII[4959A]	#17)OIII[5007A]	#18)EW_OIII[5007A]	#19)Ha[6563A]	#20)EW_Ha[6563A]	#21)Hb[4861A]	#22)EW_Hb[4861A]	#23)HeII[4686A]	#24)EW_HeII[4686A]
                    1 -3.5	0.0   6.0000000000000000        3.3694974309456605E+039   199.98126194911816        9.9440919074355311E+039   615.10488135252524        1.1080647253989163E+040   696.16129635685320        7.5956532340845914E+039   480.34931533871202        9.1109807612487876E+038   51.473382747639405        5.6177851994421246E+038   18.264612262035904        1.6926420648502755E+039   56.656740148519262        5.2428221983330420E+040   3004.7885684330777        1.7161890615285380E+040   541.60085850747953        2.7388303360091683E+036   7.5493213252521979E-002
                    2 -3.5	0.0   6.0999999046325684        2.9858046066862601E+039   172.74552707902586        8.8117341042754846E+039   496.13773190492725        9.8188671438580051E+039   581.77369794616652        6.7307178242175262E+039   400.17831243663352        6.9192876213859809E+038   36.736212239029761        3.5161013405996829E+038   10.559853310786862        1.0594034520875742E+039   32.719375896800742        5.3958688305276381E+040   3016.5206000349312        1.7581720987786960E+040   509.64944534454867        9.6174820354674230E+035   2.4228483087102199E-002
                    3 -3.5	0.0   6.1999998092651367        2.8128101547676496E+039   155.78837356963317        8.3011912816112033E+039   463.18581151817443        9.2712954552279678E+039   531.66057459323417        6.3407469472177891E+039   361.10734014404022        6.1964139254831428E+038   31.747457292430909        2.7487827787214228E+038   7.8790253370857197        8.2630507721870456E+038   24.393442472597275        5.4593435057380914E+040   3023.6682284508406        1.7788544775464402E+040   492.00597793821657        5.3350736757906474E+035   1.2756444821577040E-002
                    4 -3.5	0.0   6.3000001907348633        2.2996170523312391E+039   121.69339404732003        6.7866510626393201E+039   350.48915403355329        7.8461303770033282E+039   429.28629253316836        5.3784299966483685E+039   292.62236710548132        4.5253848688587184E+038   21.986879059594560        1.5193419194017917E+038   4.0200180199918814        4.5672577395034149E+038   12.453410508752153        5.4032557015399240E+040   2288.2239590315703        1.7484592717871671E+040   444.90337633852852        2.1659853775773175E+035   4.7315785428861702E-003
                    5 -3.5	0.0   6.4000000953674316        1.3400061441914074E+039   63.214644426723908        3.9546384965273261E+039   192.36080676196951        5.0828441044860485E+039   252.41921412066037        3.4682212087806988E+039   172.39864700328559        2.2136389595963662E+038   9.4816302052473294        4.4576584533793526E+037  0.96264434103678642        1.3430951773796179E+038   2.9971460132157062        4.5614906573241538E+040   2314.7038096332444        1.4625367568596715E+040   302.12854035313364        5.2012387529761161E+034   9.2178978632669344E-004
                    6 -3.5	0.0   6.5000000000000000        1.6159309816626244E+039   55.361587763628251        4.7689504227388044E+039   167.05112616279047        5.9624233306897985E+039   217.15942115025723        4.0777707618812860E+039   149.54753206525874        3.8942408450916138E+038   11.986402409616810        1.6804392144189086E+038   2.5368403552677119        5.0631734763227660E+038   7.9544561461774430        3.5597771219725444E+040   1300.8618449635803        1.1519212967535224E+040   169.63277993835965        1.2286347870798345E+034   1.4667783389969071E-004
                    7 -3.5	0.0   6.5999999046325684        1.2982300869622497E+039   58.985892494863045        3.8313486109788937E+039   179.58693169543861        4.6596325442684369E+039   229.62163267671090        3.1941232486916762E+039   157.02321560706366        3.3600958779160175E+038   14.242345808029549        1.5323277614654831E+038   3.3324056748552913        4.6062941716007505E+038   10.424084255128886        2.5139212546500135E+040   1298.4634259996162        8.1348897202531675E+039   170.76706567827705        1.7512642003758090E+033   2.8337368340688235E-005
                    8 -3.5	0.0   6.6999998092651367        4.9321719205528394E+038   23.360285751861820        1.4555871279440400E+039   71.139014070674179        1.8708467179321150E+039   96.680065284425424        1.2794938606720084E+039   66.114771401194957        1.0617889623086588E+038   4.9007614611820465        3.6562695565626363E+037  0.97948289236152664        1.0991025270003965E+038   3.0681309600460387        1.2943097013074805E+040   618.32415528663205        4.1403609739386328E+039   107.32879614862358        5.1172685192732624E+032   1.0496800111768087E-005
                    9 -3.5	0.0   6.8000001907348633        1.0716724454741100E+038   4.6568479498170667        3.1627296090473209E+038   14.044131471394628        4.7213050793957999E+038   22.877328489107601        3.2215291425193655E+038   15.770138050962331        1.8537965279011676E+037  0.83836186029582938        4.1597005193286847E+036  0.12913035818317556        1.2533202723547466E+037  0.40528834066810121        4.9780822095804299E+039   214.06596613697994        1.5669749882664558E+039   48.058076613022244        6.3688653094963721E+031   1.6459304373288686E-006
                   10 -3.5	0.0   6.9000000953674316        3.6214376475935802E+036  0.18609999659296508        1.0687620199375199E+037  0.55740588891806231        2.3761891696796577E+037   1.4204405563585498        1.6176367771778353E+037  0.98620810365110079        6.6203509463132969E+035   3.7980790760031184E-002   4.0168074337539131E+031   1.7719123124467681E-006   1.2102664995896161E+032   5.5173251612090729E-006   1.2908655541172048E+039   67.117635082071573        3.8893856909694940E+038   17.096328204965598        2.3926601261331213E+027   9.3716192374636535E-011
