   0.6000000E+01   0.1635923E+04   0.2191714E+03   0.6458119E-07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2632622E+04   0.0000000E+00   0.5522114E+05   0.3711202E+05   0.1784724E+06   0.4633569E+06   0.5445350E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6100000E+01   0.1731921E+04   0.2961880E+03   0.4992769E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1126318E+00   0.0000000E+00   0.0000000E+00   0.2465661E+04   0.0000000E+00   0.5475288E+05   0.4055288E+05   0.1755808E+06   0.4633215E+06   0.5445333E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6200000E+01   0.1712376E+04   0.3333370E+03   0.8341128E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.9847099E+00   0.0000000E+00   0.0000000E+00   0.2463355E+04   0.0000000E+00   0.5526718E+05   0.4163141E+05   0.1739865E+06   0.4633216E+06   0.5445334E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6300000E+01   0.1831320E+04   0.3248079E+03   0.5742086E+02   0.7938476E-02   0.4986099E-01   0.4849721E-02   0.0000000E+00   0.1194911E+02   0.1395374E+01   0.7466283E+00   0.2313582E+04   0.0000000E+00   0.5422159E+05   0.4363313E+05   0.1730301E+06   0.4633212E+06   0.5445329E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.6400000E+01   0.1815332E+04   0.2300842E+03   0.1237787E+03   0.2423395E+01   0.1113034E+01   0.1084751E+01   0.0000000E+00   0.1906553E+02   0.5249156E+01   0.4804826E+02   0.2283358E+04   0.0000000E+00   0.5422081E+05   0.4446032E+05   0.1721666E+06   0.4633213E+06   0.5445330E+06   0.3598022E-04   0.0000000E+00   0.0000000E+00
   0.6500000E+01   0.1756195E+04   0.1313449E+03   0.1418868E+03   0.2657297E+01   0.2005298E+01   0.8834817E+00   0.0000000E+00   0.2110615E+02   0.9368505E+01   0.7185351E+02   0.2159482E+04   0.0000000E+00   0.5429451E+05   0.4549751E+05   0.1711087E+06   0.4633214E+06   0.5445332E+06   0.1045035E-04   0.0000000E+00   0.0000000E+00
   0.6600000E+01   0.1653316E+04   0.3496029E+02   0.1495546E+03   0.5013773E+01   0.2069813E+01   0.2625141E+01   0.0000000E+00   0.4243432E+02   0.1507867E+02   0.6150879E+02   0.1920631E+04   0.0000000E+00   0.5443637E+05   0.4571477E+05   0.1708915E+06   0.4633215E+06   0.5445333E+06   0.6938963E-02   0.0000000E+00   0.0000000E+00
   0.6700000E+01   0.1317022E+04   0.1368468E+02   0.2234868E+03   0.7408838E+01   0.3446078E+01   0.1545122E+02   0.0000000E+00   0.5953916E+02   0.2019049E+02   0.3161710E+02   0.1648156E+04   0.0000000E+00   0.5462155E+05   0.4571478E+05   0.1708915E+06   0.4633216E+06   0.5445334E+06   0.7665468E-01   0.0000000E+00   0.0000000E+00
   0.6800000E+01   0.8164176E+03   0.1910291E+01   0.3220814E+03   0.6954076E+01   0.7743567E+01   0.5439180E+02   0.0000000E+00   0.9669353E+02   0.2126616E+02   0.5760087E+01   0.1477487E+04   0.0000000E+00   0.5469699E+05   0.4571476E+05   0.1709173E+06   0.4632954E+06   0.5445329E+06   0.6107810E+00   0.0000000E+00   0.0000000E+00
   0.6900000E+01   0.1743788E+03   0.1628341E+00   0.6003893E+03   0.4556374E+01   0.3548505E+01   0.1020023E+03   0.0000000E+00   0.1199892E+03   0.6675078E+01   0.1388561E+01   0.6131869E+03   0.0000000E+00   0.5537744E+05   0.4571486E+05   0.1716543E+06   0.4625587E+06   0.5445330E+06   0.1884080E+01   0.2305787E-02   0.0000000E+00
   0.7000000E+01   0.4016810E+02   0.1025120E-01   0.2119714E+03   0.1883990E+01   0.3057557E+01   0.1355721E+03   0.0000000E+00   0.9241976E+02   0.2029536E+01   0.1114892E+00   0.4154824E+02   0.0000000E+00   0.5573555E+05   0.4571593E+05   0.1718796E+06   0.4623339E+06   0.5445332E+06   0.6384373E+02   0.5325415E+00   0.0000000E+00
   0.7100000E+01   0.2363224E+02   0.2828008E+00   0.2212032E+02   0.9437038E+00   0.1493621E+01   0.1108246E+03   0.8355523E-03   0.7417436E+01   0.2352150E+00   0.2778739E-01   0.2925883E+02   0.0000000E+00   0.5516552E+05   0.4571796E+05   0.1718812E+06   0.4623961E+06   0.5445333E+06   0.1717328E+03   0.9785678E-02   0.0000000E+00
