   0.6000000E+01   0.5291589E+02   0.4104589E+02   0.3909549E+02   0.3862006E+02
   0.6100000E+01   0.5292814E+02   0.4105814E+02   0.3918613E+02   0.3871882E+02
   0.6200000E+01   0.5290179E+02   0.4103179E+02   0.3924476E+02   0.3880001E+02
   0.6300000E+01   0.5281953E+02   0.4094953E+02   0.3930114E+02   0.3890032E+02
   0.6400000E+01   0.5274383E+02   0.4087383E+02   0.3927453E+02   0.3888850E+02
   0.6500000E+01   0.5258476E+02   0.4071476E+02   0.3915036E+02   0.3874286E+02
   0.6600000E+01   0.5237335E+02   0.4050335E+02   0.3901791E+02   0.3862426E+02
   0.6700000E+01   0.5211326E+02   0.4024326E+02   0.3887464E+02   0.3850992E+02
   0.6800000E+01   0.5181392E+02   0.3994392E+02   0.3871669E+02   0.3837022E+02
   0.6900000E+01   0.5146659E+02   0.3959659E+02   0.3857807E+02   0.3823996E+02
   0.7000000E+01   0.5119058E+02   0.3932058E+02   0.3841671E+02   0.3808076E+02
   0.7100000E+01   0.5092898E+02   0.3905898E+02   0.3828661E+02   0.3795069E+02
   0.7200000E+01   0.5069751E+02   0.3882751E+02   0.3815312E+02   0.3781964E+02
   0.7300000E+01   0.5040272E+02   0.3853272E+02   0.3803579E+02   0.3771676E+02
   0.7400000E+01   0.5025161E+02   0.3838161E+02   0.3793553E+02   0.3762179E+02
   0.7500000E+01   0.5003680E+02   0.3816680E+02   0.3782526E+02   0.3751683E+02
   0.7600000E+01   0.4985842E+02   0.3798842E+02   0.3772670E+02   0.3742357E+02
   0.7700000E+01   0.4978877E+02   0.3791877E+02   0.3762657E+02   0.3733031E+02
   0.7800000E+01   0.4957951E+02   0.3770951E+02   0.3751664E+02   0.3722707E+02
   0.7900000E+01   0.4940762E+02   0.3753762E+02   0.3742411E+02   0.3714427E+02
   0.8000000E+01   0.4936290E+02   0.3749290E+02   0.3732281E+02   0.3705222E+02
   0.8100000E+01   0.4909066E+02   0.3722066E+02   0.3719386E+02   0.3693752E+02
   0.8200000E+01   0.4896741E+02   0.3709742E+02   0.3707619E+02   0.3683527E+02
   0.8300000E+01   0.4877728E+02   0.3690728E+02   0.3693703E+02   0.3671604E+02
   0.8400000E+01   0.4860993E+02   0.3673993E+02   0.3676121E+02   0.3656405E+02
   0.8500000E+01   0.4843212E+02   0.3656212E+02   0.3657341E+02   0.3640718E+02
   0.8600000E+01   0.4825741E+02   0.3638741E+02   0.3637159E+02   0.3624739E+02
   0.8700000E+01   0.4786303E+02   0.3599303E+02   0.3611193E+02   0.3605883E+02
   0.8800000E+01   0.4775494E+02   0.3588494E+02   0.3581825E+02   0.3587772E+02
   0.8900000E+01   0.4739247E+02   0.3552247E+02   0.3546724E+02   0.3573176E+02
   0.9000000E+01   0.4714493E+02   0.3527493E+02   0.3505217E+02   0.3556239E+02
   0.9100000E+01   0.4697916E+02   0.3510916E+02   0.3476135E+02   0.3540305E+02
   0.9200000E+01   0.4697875E+02   0.3510875E+02   0.3443256E+02   0.3520212E+02
   0.9300000E+01   0.4675581E+02   0.3488581E+02   0.3425509E+02   0.3498830E+02
   0.9400000E+01   0.4662768E+02   0.3475768E+02   0.3380708E+02   0.3474275E+02
   0.9500000E+01   0.4649341E+02   0.3462341E+02   0.3348952E+02   0.3450496E+02
   0.9600000E+01   0.4632391E+02   0.3445391E+02   0.3293773E+02   0.3427630E+02
   0.9700000E+01   0.4620331E+02   0.3433331E+02   0.3247290E+02   0.3408481E+02
   0.9800000E+01   0.4619094E+02   0.3432094E+02   0.3267766E+02   0.3392042E+02
   0.9900000E+01   0.4600504E+02   0.3413504E+02   0.3265122E+02   0.3373226E+02
   0.1000000E+02   0.4588180E+02   0.3401180E+02   0.3206695E+02   0.3356163E+02
   0.1010000E+02   0.4595636E+02   0.3408636E+02   0.3254079E+02   0.3335507E+02
   0.1020000E+02   0.4583158E+02   0.3396158E+02   0.3205541E+02   0.3328026E+02
   0.1030000E+02   0.4570073E+02   0.3383073E+02   0.3251683E+02   0.3287259E+02
   0.1040000E+02   0.4576747E+02   0.3389747E+02   0.3207936E+02   0.3250079E+02
   0.1050000E+02   0.4554036E+02   0.3367036E+02   0.3162409E+02   0.3231171E+02
   0.1060000E+02   0.4550435E+02   0.3363435E+02   0.3311399E+02   0.3325274E+02
   0.1070000E+02   0.4538024E+02   0.3351024E+02   0.3386420E+02   0.3366085E+02
   0.1080000E+02   0.4449760E+02   0.3262760E+02   0.3408181E+02   0.3376871E+02
   0.1090000E+02   0.4685322E+02   0.3498323E+02   0.3363459E+02   0.3321546E+02
   0.1100000E+02   0.4712544E+02   0.3525544E+02   0.3335325E+02   0.3299076E+02
