 #1)No	#2)log(U)	#3)log(n_H/cm^-3)	#4)log(Age/yr)	#5)NII[6548A]	 #6)EW_NII[6548A]	 #7)NII[6584A]	 #8)EW_NII[6584A]	 #9)SII[6716A]	 #10)EW_SII[6716A]	 #11)SII[6731A]	#12)EW_SII[6731A]	 #13)OI[6300A]	 #14)EW_OI[6300A]	 #15)OIII[4959A]	#16)EW_OIII[4959A]	#17)OIII[5007A]	#18)EW_OIII[5007A]	#19)Ha[6563A]	#20)EW_Ha[6563A]	#21)Hb[4861A]	#22)EW_Hb[4861A]	#23)HeII[4686A]	#24)EW_HeII[4686A]
                    1 -3.5	0.0   6.0000000000000000        4.5456294107866326E+039   265.51356551855423        1.3415103458119590E+040   819.55883630907886        2.3420384800905637E+040   1429.6623489005228        1.6165681810840108E+040   1008.5566937696811        1.6888614645274581E+039   92.364516313774914        1.4879694899885791E+039   47.422564764042335        4.4832610371407406E+039   147.11104153217983        5.3529603475542040E+040   2919.0529486612259        1.7971901362249851E+040   557.41261823054231        4.4319415724203480E+036  0.12112454619311526     
                    2 -3.5	0.0   6.0999999046325684        4.5235802353876821E+039   251.12380269120968        1.3350031728241821E+040   747.19888949224617        2.3199696201169103E+040   1326.0157963901634        1.6013353755048152E+040   948.07562233222700        1.5541119428302224E+039   79.387106235234398        1.2603242651808867E+039   37.308432036062044        3.7886309071876001E+039   115.28991886546413        5.6426394109778069E+040   2922.7070222759967        1.8944462938749594E+040   543.34421225725703        3.4712212666747847E+036   8.7373184727260494E-002
                    3 -3.5	0.0   6.1999998092651367        4.4070137668865665E+039   231.72537565963654        1.3006019690881412E+040   689.30417274598733        2.2601871797544427E+040   1246.5012280433448        1.5600711555959376E+040   874.16931412862107        1.4260817009660396E+039   70.214742297150721        1.0768232084153586E+039   30.528042522981984        3.2370127289375079E+039   94.153710868846233        5.7563130859034752E+040   2927.3607903205811        1.9281659407496092E+040   527.71130044726931        2.1584619996861933E+036   5.1573297725204172E-002
                    4 -3.5	0.0   6.3000001907348633        4.1262679908430199E+039   208.08918317569101        1.2177480166274084E+040   618.42924951435600        2.1162035125030195E+040   1113.4856390238670        1.4606878973561167E+040   783.37238665949826        1.2318488740860273E+039   57.630343922718545        8.1763115395699424E+038   21.609121417504713        2.4578616362006986E+039   66.792441153748470        5.8285084562408703E+040   2938.7586207598561        1.9433786663245724E+040   495.14595962895083        9.6063284362645916E+035   2.1225079297645100E-002
                    5 -3.5	0.0   6.4000000953674316        3.1896990313657021E+039   145.13520558689447        9.4134692116553053E+039   443.61142176656983        1.7129698006947795E+040   834.27469945257485        1.1796405868168570E+040   584.90847652655611        7.8478321637532398E+038   33.440502600195536        3.8792673082222463E+038   8.8530357282922250        1.1688255769101908E+039   27.448884173790354        5.4293733454582602E+040   2223.1820371534914        1.8019789213414741E+040   394.02699207670588        2.3645565586190168E+035   4.4586669963535474E-003
                    6 -3.5	0.0   6.5000000000000000        2.9167131716935320E+039   100.00187773801642        8.6078308238413249E+039   302.67187747246436        1.6326523692363678E+040   594.04437593724606        1.1243298032065477E+040   410.13941759911256        9.3949337704673579E+038   29.173007422074161        6.2935215393236547E+038   10.035295744932135        1.8962418311327285E+039   31.321794162827267        4.3741505130988221E+040   1468.6271587513299        1.4551029557281957E+040   226.37267541281648        1.9674047830629914E+036   2.4990944006866286E-002
                    7 -3.5	0.0   6.5999999046325684        1.9994228654582103E+039   77.756616517068295        5.9007152085480096E+039   234.24959706732869        1.1452614815967765E+040   471.61811422816425        7.9050506040314292E+039   324.34213266377247        6.7437995716140275E+038   23.866155743278750        4.7523088166200181E+038   8.8459711161522900        1.4318735093268933E+039   27.647586888679974        2.9641805578961371E+040   1260.2545994850714        9.8379509835093425E+039   179.52024158851145        9.3951702508937250E+035   1.3574403692394248E-002
                    8 -3.5	0.0   6.6999998092651367        7.8369882734268799E+038   30.883386581358675        2.3128592101813662E+039   93.645401810460669        4.8322477990420606E+039   200.10312413581440        3.3277385433148897E+039   137.40972279768835        2.0051607592235034E+038   7.3718961675907870        1.2449422240551180E+038   2.6641119591989098        3.7510184208417387E+038   8.4095792490657200        1.5002001236728174E+040   562.60385351812215        4.9220859930477048E+039   104.31539178063618        7.6234085857486359E+034   1.3112673810392157E-003
                    9 -3.5	0.0   6.8000001907348633        2.5516441441446412E+038   9.3216585551744870        7.5304357413689139E+038   27.844584714184084        1.7093071408702986E+039   65.004858442508962        1.1717099204580515E+039   44.013298729256242        5.0678074655903731E+037   1.8329612374566850        2.4878265996832754E+037  0.66361055419461379        7.4958365319761842E+037   2.1176888140989121        6.3506782018067974E+039   238.43371238010317        2.0597765378828706E+039   55.557628470965689        8.5078555363046196E+033   1.9739011490526340E-004
                   10 -3.5	0.0   6.9000000953674316        2.8299117061833470E+037   1.2345287301550572        8.3516615379395031E+037   3.6531027240108016        2.5338032313329030E+038   11.609176414527832        1.7328975418278942E+038   7.8915466739630356        5.1614637988518421E+036  0.23311547939574470        5.6594325156234196E+033   2.1567707760127694E-004   1.7012685971539227E+034   6.8126397780503940E-004   1.8826642925448482E+039   82.728746333344631        5.8989251515094798E+038   22.973143384134779        9.3923201064550195E+028   3.3439851151579700E-009
                   11 -3.5	0.0   7.0000000000000000        5.5579910636783837E+036  0.32324598231177509        1.6402794508856955E+037  0.95632629422977911        5.5324544143768421E+037   3.3660775230686268        3.7750077205042064E+037   2.2804865042482407        1.0737862641289820E+036   6.4002693440582487E-002   1.2243845595591763E+032   5.9696874622804910E-006   3.6805934097947406E+032   1.8906690689669282E-005   6.3229222884033233E+038   37.169894170571020        1.9360556841158747E+038   9.7255202398466754        1.9271603162631592E+027   8.7190704329612298E-011
                   12 -3.5	0.0   7.0999999046325684        6.7164152920006600E+035   4.7637310790152515E-002   1.9821546779875546E+036  0.14071135317244748        7.6407772991016992E+036  0.55500991295930224        5.2016070618311634E+036  0.37178462441139898        1.3968106631986364E+035   9.9384212002701870E-003   4.3564982284015777E+030   2.5524692892532477E-007   1.3095966086839844E+031   8.2018274377633352E-007   2.0236599735733784E+038   14.592974550505200        6.1254435479203895E+037   3.7832736726822609        2.3074778549630771E+026   1.2658995277175996E-011
                   13 -3.5	0.0   7.1999998092651367        1.2302544290534587E+035   1.2457632516256674E-002   3.6307382221697513E+035   3.6925975163834654E-002   1.4790911455815217E+036  0.15085536315162690        1.0069199306271243E+036  0.10055318726584346        2.1726758507750667E+034   2.1317892662514912E-003   3.0548855007191471E+029   2.3044382541149968E-008   9.2043884168656086E+029   7.5112198505806143E-008   6.7763360805947987E+037   7.0638527930571655        2.0940880439039162E+037   1.7190711501311957        4.9090215343364710E+025   3.4236244979918794E-012
                   14 -3.5	0.0   7.3000001907348633        3.0160079550596886E+034   3.7408010744545616E-003   8.8803990705869153E+034   1.1244208239307319E-002   3.6260390988914569E+035   4.5500379092158434E-002   2.4684963119507701E+035   3.0687114795056869E-002   3.8853708960085729E+033   4.3911667109319352E-004   3.1654283139880690E+026   2.1904911908427134E-011   9.5374545791753514E+026   7.0113580139857814E-011   2.2357975849307854E+037   2.9618613037704895        6.9571678714912938E+036  0.53104826721108811        2.1849046185174748E+024   1.3256930037545731E-013
                   15 -3.5	0.0   7.4000000953674316        6.9298821024513212E+033   1.0500876572026329E-003   2.0451532000464576E+034   3.1724746623241259E-003   8.6045041038520195E+034   1.3136658500613917E-002   5.8711860939590307E+034   8.9057142941979129E-003   7.7041697996159963E+032   1.0491623551977778E-004   1.5766156966840360E+025   1.2969529032470598E-012   4.7394270841535767E+025   4.1314906345463022E-012   1.0882429092106344E+037   1.7812089649796785        3.4255147828004870E+036  0.31598374804043494        6.4673422761287847E+023   4.6547809601144667E-014
