F435W,F814W,color
-0.7885647058307903,-4.2185650110065716,3.4300003051757812
-0.3365650415241497,-4.1495647668659466,3.812999725341797
-2.941564583760478,-3.638565087300517,0.6970005035400391
-2.467565560322978,-3.865564370137431,1.3979988098144531
-2.641565346699931,-3.766565346699931,1.125
-3.4105644464313762,-2.996564888936259,-0.4139995574951172
-1.0885639428913372,-4.088563942891337,3.0
-0.8425655603229778,-3.9595642328083294,3.1169986724853516
-0.41656496523020436,-4.052564644795634,3.6359996795654297
-3.348564171773173,-3.0645656823932903,-0.2839984893798828
-1.5285644769489544,-4.16356470583079,2.635000228881836
-2.8115654229938762,-3.7295646905720012,0.917999267578125
-1.2605648279011028,-4.339565300923564,3.079000473022461
-3.3345642328083294,-3.010564827901103,-0.32399940490722656
-3.2835655450641887,-3.1465645074665325,-0.13700103759765625
0.06143567563893626,-4.179565453511454,4.241001129150391
-1.0605640649616497,-3.9645653009235637,2.904001235961914
-0.7385654687702434,-3.9665642022907512,3.227998733520508
0.1014346838176472,-4.044565224629618,4.145999908447266
-1.3475647210895794,-4.0375652551471966,2.690000534057617
-2.6755638360798137,-3.7945652246296184,1.1190013885498047
-1.3725643396198528,-4.019565606099345,2.647001266479492
-3.2775650262653606,-3.026565575581767,-0.25099945068359375
-2.832565331441142,-3.5335655450641887,0.7010002136230469
0.09743497373463939,-4.027565026265361,4.125
-2.7165642022907512,-3.818565392476298,1.1020011901855469
-3.3135643243610637,-2.9565639734089153,-0.35700035095214844
-0.3855648279011028,-3.9005642175495403,3.5149993896484375
-0.08256533144114186,-3.999565148335673,3.9169998168945312
-0.828565621358134,-4.057565712910868,3.2290000915527344
-3.0745640039264934,-3.303564095479228,0.22900009155273438
-3.259565377217509,-2.944564843159892,-0.3150005340576172
-0.855564141255595,-3.9365654229938762,3.0810012817382812
-3.20056536195872,-2.967565560322978,-0.2329998016357422
-3.1665649652302044,-3.1595649957477825,-0.006999969482421875
-0.5485649347126262,-3.941564583760478,3.3929996490478516
-2.898565316182353,-3.4085655450641887,0.5100002288818359
-2.53656389711497,-3.747564339619853,1.2110004425048828
-3.321565651875712,-2.5115642785846966,-0.8100013732910156
-3.1725654840290325,-3.0225639581501262,-0.15000152587890625
-3.2785644769489544,-2.868564629536845,-0.4099998474121094
-3.303564095479228,-2.954565072041728,-0.3489990234375
-3.322565102559306,-2.877565407735087,-0.44499969482421875
-3.217565560322978,-2.8965645074665325,-0.3210010528564453
-0.4745655298053997,-4.117565178853251,3.6429996490478516
-0.5255642175495403,-3.8675651788532512,3.342000961303711
-2.7725639581501262,-3.5245647668659466,0.7520008087158203
-1.608564400655009,-3.9715652704059856,2.3630008697509766
-2.532564187031962,-3.6325645685016887,1.1000003814697266
-1.1505642175495403,-3.862564110738017,2.7119998931884766
-2.473564171773173,-3.6695652246296184,1.1960010528564453
-2.6795654535114544,-3.608564400655009,0.9289989471435547
-0.19856455324289968,-3.7515640497028606,3.552999496459961
-2.3975639581501262,-3.6325645685016887,1.2350006103515625
-3.306564354878642,-2.832565331441142,-0.4739990234375
-3.2195644616901653,-2.881565117818095,-0.3379993438720703
-1.1485653161823528,-3.8545646905720012,2.7059993743896484
-2.385564827901103,-3.703565621358134,1.3180007934570312
-1.7395649194538372,-3.762565636616923,2.023000717163086
-3.1695652246296184,-2.8495655298053997,-0.31999969482421875
-2.795564675313212,-3.5045643091022747,0.7089996337890625
-0.07256510255930593,-3.805564904195048,3.732999801635742
-1.4685650110065716,-4.017564797383525,2.548999786376953
-0.29856493471262624,-3.9165649652302044,3.618000030517578
-1.7395649194538372,-3.928564095479228,2.1889991760253906
-0.19856455324289968,-3.872564339619853,3.673999786376953
-0.18456461427805593,-3.9725647210895794,3.7880001068115234
-2.2875652551471966,-3.9565639734089153,1.6689987182617188
-0.08356478212473561,-4.032564187031962,3.9489994049072266
-0.9615650415241497,-3.8275642633259075,2.865999221801758
-3.178564095479228,-2.407564187031962,-0.7709999084472656
-3.1195640802204387,-2.7225647210895794,-0.3969993591308594
-0.49256517885325124,-3.7905655145466106,3.2980003356933594
-1.4025650262653606,-3.885564827901103,2.482999801635742
-0.22156527040598561,-3.7755642175495403,3.5539989471435547
-3.1665649652302044,-2.79956438539622,-0.3670005798339844
-1.2065639734089153,-3.8695640802204387,2.6630001068115234
-0.5015640497028606,-3.7855644464313762,3.2840003967285156
-1.1045646905720012,-3.737564110738017,2.6329994201660156
-3.095563912373759,-2.8175640344440716,-0.2779998779296875
-3.029563927632548,-2.983564400655009,-0.04599952697753906
-3.1535644769489544,-2.7445640802204387,-0.4090003967285156
-2.941564583760478,-3.082565331441142,0.14100074768066406
-2.483564400655009,-3.569564843159892,1.0860004425048828
-0.95056536195872,-3.763565087300517,2.812999725341797
-0.31556513307688405,-3.9125652551471966,3.5970001220703125
-0.6075649499714153,-4.004564309102275,3.3969993591308594
-3.0895653009235637,-2.743564629536845,-0.34600067138671875
-3.1535644769489544,-2.7345657586872356,-0.41899871826171875
-2.555564904195048,-3.431564354878642,0.8759994506835938
-2.54956438539622,-3.441564583760478,0.8920001983642578
-0.7285652398884075,-3.7785644769489544,3.049999237060547
-1.3495655298053997,-3.911565804463603,2.562000274658203
-2.9655647516071575,-2.6925640344440716,-0.27300071716308594
-2.921564125996806,-3.1725654840290325,0.25100135803222656
0.11143491269948314,-3.694564843159892,3.805999755859375
-2.532564187031962,-3.417564415913798,0.8850002288818359
-3.127565407735087,-2.6365642785846966,-0.4910011291503906
-0.040565514546610615,-3.710565590840556,3.6700000762939453
-1.993564629536845,-3.6535644769489544,1.6599998474121094
-1.7235641717731731,-3.710565590840556,1.9870014190673828
-0.4075641870319622,-3.878564858418681,3.4710006713867188
-3.141565346699931,-2.763565087300517,-0.37800025939941406
-3.0275650262653606,-2.9795646905720012,-0.048000335693359375
-0.14256479738352468,-3.7845649957477825,3.642000198364258
-3.0815639734089153,-2.696565651875712,-0.3849983215332031
-3.3235645532428997,-2.1425647973835247,-1.180999755859375
-0.9745655298053997,-3.8445644616901653,2.8699989318847656
-2.193565392476298,-3.4845657586872356,1.2910003662109375
-3.108564400655009,-2.6365642785846966,-0.4720001220703125
-2.9125652551471966,-2.983564400655009,0.0709991455078125
-2.3365650415241497,-3.523565316182353,1.1870002746582031
-1.3445644616901653,-3.739564919453837,2.395000457763672
-0.0795650720417278,-3.8335647821247356,3.753999710083008
-0.08956530092356374,-3.786565804463603,3.697000503540039
-2.963563942891337,-2.7115650415241497,-0.2519989013671875
-0.9695644616901653,-3.7385654687702434,2.769001007080078
-2.921564125996806,-2.9035644769489544,-0.017999649047851562
-0.11156466005442311,-3.7025642633259075,3.5909996032714844
-3.0935650110065716,-2.7285652398884075,-0.36499977111816406
-1.7795639276325481,-3.696565651875712,1.917001724243164
-2.2885647058307903,-3.4665642022907512,1.177999496459961
-1.7605648279011028,-3.7585640191852825,1.9979991912841797
-0.5245647668659466,-3.8345642328083294,3.309999465942383
-2.2195644616901653,-3.509565377217509,1.2900009155273438
-2.918563866597392,-2.8825645685016887,-0.035999298095703125
-3.0375652551471966,-2.8175640344440716,-0.220001220703125
0.06643483640553782,-3.5995655298053997,3.6660003662109375
0.06543538572194407,-3.618564629536845,3.684000015258789
-0.05756571291086843,-3.5995655298053997,3.5419998168945312
-3.009565377217509,-2.7585640191852825,-0.25100135803222656
-0.38856508730051686,-3.6455650567829387,3.256999969482422
-2.888565087300517,-3.032564187031962,0.1439990997314453
-2.5225639581501262,-3.1765651941120403,0.6540012359619141
-0.5135650873005169,-3.808565163594462,3.2950000762939453
-3.1325645685016887,-2.5055656671345012,-0.6269989013671875
-0.394565606099345,-3.733564400655009,3.338998794555664
-3.029563927632548,-2.7225647210895794,-0.30699920654296875
-2.914564156514384,-2.9365654229938762,0.022001266479492188
-3.0845642328083294,-2.568565392476298,-0.5159988403320312
-1.3755645990192669,-3.634565377217509,2.259000778198242
-1.6965656518757122,-3.443565392476298,1.746999740600586
-3.092565560322978,-2.502565407735087,-0.5900001525878906
-1.0265655755817669,-3.6075649499714153,2.5809993743896484
-2.4195652246296184,-3.3345642328083294,0.9149990081787109
-0.0795650720417278,-3.7325649499714153,3.6529998779296875
-0.7885647058307903,-3.690565133076884,2.9020004272460938
-0.1505642175495403,-3.568565392476298,3.418001174926758
-0.34756472108957936,-3.5775642633259075,3.229999542236328
-3.0225639581501262,-2.696565651875712,-0.32599830627441406
-2.957565331441142,-2.7325649499714153,-0.22500038146972656
-2.9065647363483684,-2.792564415913798,-0.11400032043457031
-0.29356386659739186,-3.7125644922077434,3.4190006256103516
-1.1335640191852825,-3.7615642785846966,2.628000259399414
-1.3415642022907512,-3.5615654229938762,2.220001220703125
-2.9945640802204387,-2.434564614278056,-0.5599994659423828
-0.10056498048899343,-3.5875644922077434,3.48699951171875
-2.9795646905720012,-2.6035652398884075,-0.37599945068359375
-1.2185650110065716,-3.760564827901103,2.5419998168945312
0.03943440915944407,-3.566564583760478,3.605998992919922
-0.5735645532428997,-3.648565316182353,3.075000762939453
-0.940565133076884,-3.8205642938434856,2.8799991607666016
-2.963563942891337,-2.6395645379841106,-0.32399940490722656
-0.29156496523020436,-3.621564888936259,3.3299999237060547
-2.9565639734089153,-2.6695652246296184,-0.2869987487792969
-0.23756411073801686,-3.5155639886677044,3.2779998779296875
-1.6225643396198528,-3.5155639886677044,1.8929996490478516
0.1334342718303425,-3.678564095479228,3.8119983673095703
-0.0795650720417278,-3.5285644769489544,3.4489994049072266
-0.6655655145466106,-3.56256487367747,2.8969993591308594
-3.006565117818095,-2.0735645532428997,-0.9330005645751953
-2.8345642328083294,-2.806564354878642,-0.0279998779296875
0.12843511106374095,-3.6755657434284466,3.8040008544921875
-2.960565590840556,-2.5445652246296184,-0.4160003662109375
-2.9125652551471966,-2.579565072041728,-0.33300018310546875
-0.5205650567829387,-3.6065654992878216,3.086000442504883
-0.0385647058307903,-3.5905647516071575,3.552000045776367
0.1294345617473347,-3.5015640497028606,3.6309986114501953
-1.8675651788532512,-3.4225654840290325,1.5550003051757812
-2.832565331441142,-2.7515640497028606,-0.08100128173828125
-0.17056467531321218,-3.6425647973835247,3.4720001220703125
-2.8105640649616497,-2.713563942891337,-0.0970001220703125
-1.4265651941120403,-3.493564629536845,2.0669994354248047
-0.38256456850168874,-3.707565331441142,3.325000762939453
-2.928564095479228,-2.523565316182353,-0.404998779296875
-1.0055656671345012,-3.569564843159892,2.5639991760253906
-2.9755649804889934,-2.4255657434284466,-0.5499992370605469
0.04443547727467845,-3.5305652856647747,3.575000762939453
-1.3515644311725872,-3.4845657586872356,2.1330013275146484
-2.877565407735087,-2.621564888936259,-0.2560005187988281
0.027435278910420635,-3.5815639734089153,3.608999252319336
-0.03556444643137624,-3.5935650110065716,3.5580005645751953
-0.09956552980539968,-3.529563927632548,3.4299983978271484
-0.03156473634836843,-3.4745655298053997,3.4430007934570312
-0.0015640497028606148,-3.6095657586872356,3.608001708984375
-1.1195640802204387,-3.496564888936259,2.3770008087158203
-0.24656488893625905,-3.499565148335673,3.253000259399414
-1.3465652704059856,-3.7815647363483684,2.434999465942383
-2.8835640191852825,-2.5375652551471966,-0.34599876403808594
-2.5965652704059856,-2.9915657281696575,0.3950004577636719
-2.319564843159892,-3.2515640497028606,0.9319992065429688
-0.09056475160715749,-3.6205654382526653,3.530000686645508
-0.09956552980539968,-3.470565819722392,3.371000289916992
-1.6175651788532512,-3.5205650567829387,1.9029998779296875
-2.881565117818095,-2.559564614278056,-0.32200050354003906
-2.2315654992878216,-3.2585640191852825,1.026998519897461
-1.2355652093708294,-3.5315647363483684,2.295999526977539
-0.21856501100657155,-3.7555656671345012,3.5370006561279297
-1.0915642022907512,-3.565565133076884,2.474000930786133
-0.3055649041950481,-3.4625644922077434,3.1569995880126953
-2.8605652093708294,-2.3245640039264934,-0.5360012054443359
-0.9615650415241497,-3.6325645685016887,2.670999526977539
-0.4395656823932903,-3.377565407735087,2.937999725341797
-0.5475654840290325,-3.441564583760478,2.8939990997314453
-2.8825645685016887,-2.4925651788532512,-0.3899993896484375
-0.7715645074665325,-3.431564354878642,2.6599998474121094
-2.885564827901103,-2.4325657129108684,-0.4529991149902344
-0.14056398866770436,-3.394565606099345,3.2540016174316406
0.027435278910420635,-3.5935650110065716,3.621000289916992
-0.016565346699930927,-3.595565819722392,3.579000473022461
0.041435217875264385,-3.555564904195048,3.5970001220703125
-0.32656481264231374,-3.489564919453837,3.1630001068115234
-2.7885647058307903,-2.5285644769489544,-0.26000022888183594
-0.8205642938434856,-3.5315647363483684,2.711000442504883
-0.7575645685016887,-3.4655647516071575,2.7080001831054688
-0.20856478212473561,-3.7085647821247356,3.5
-1.302564644795634,-3.454565072041728,2.1520004272460938
-2.859563851338603,-2.3665657281696575,-0.4929981231689453
-0.4205646753132122,-3.4825649499714153,3.062000274658203
-0.8895645379841106,-3.4715652704059856,2.582000732421875
-2.2015648126423137,-3.233564400655009,1.0319995880126953
-2.1305656671345012,-3.2645645379841106,1.1339988708496094
-2.696565651875712,-2.5905647516071575,-0.10600090026855469
-2.7915649652302044,-1.8465652704059856,-0.9449996948242188
-0.09656527040598561,-3.4295654535114544,3.3330001831054688
-2.6985645532428997,-2.67456438539622,-0.024000167846679688
-0.3835640191852825,-3.3835640191852825,3.0
-1.0775642633259075,-3.467565560322978,2.3900012969970703
-0.9295654535114544,-3.431564354878642,2.5019989013671875
-0.7175655603229778,-3.398565316182353,2.680999755859375
-2.821565651875712,-2.3535652398884075,-0.4680004119873047
-0.6295643091022747,-3.384565377217509,2.7550010681152344
-1.1505642175495403,-3.3205642938434856,2.1700000762939453
-1.4925651788532512,-3.384565377217509,1.8920001983642578
-1.7375641107380169,-3.2355652093708294,1.4980010986328125
-0.0385647058307903,-3.364564919453837,3.326000213623047
-2.6735649347126262,-2.542564415913798,-0.13100051879882812
-1.4065647363483684,-3.240564370137431,1.8339996337890625
-1.0305652856647747,-3.358564400655009,2.3279991149902344
-2.628564858418681,-2.627565407735087,-0.00099945068359375
-1.0885639428913372,-3.4695644616901653,2.381000518798828
-1.0845642328083294,-3.3925647973835247,2.3080005645751953
-2.579565072041728,-2.7575645685016887,0.17799949645996094
-0.19756510255930593,-3.2915649652302044,3.0939998626708984
-0.1635647058307903,-3.407564187031962,3.243999481201172
-0.6705646753132122,-3.3135643243610637,2.6429996490478516
-1.4785652398884075,-3.4105644464313762,1.9319992065429688
-0.054565453511454365,-3.588563942891337,3.533998489379883
0.028434729594014385,-3.5375652551471966,3.565999984741211
-0.08056452272532155,-3.362564110738017,3.2819995880126953
-0.8005638360798137,-3.2885647058307903,2.4880008697509766
0.00843427183034251,-3.3735656976520794,3.381999969482422
-0.7725639581501262,-3.493564629536845,2.7210006713867188
-0.03656389711496999,-3.3245640039264934,3.2880001068115234
-0.25556566713450124,-3.239564919453837,2.983999252319336
-2.7385654687702434,-2.2835655450641887,-0.4549999237060547
-2.7145653009235637,-2.348564171773173,-0.3660011291503906
-0.02256395815012624,-3.3005657434284466,3.2780017852783203
-2.5805645227253216,-2.5315647363483684,-0.048999786376953125
-2.7085647821247356,-2.2515640497028606,-0.457000732421875
-2.7185650110065716,-2.3475647210895794,-0.3710002899169922
-0.884565377217509,-3.2215652704059856,2.3369998931884766
-0.6825657129108684,-3.3365650415241497,2.6539993286132812
-2.598564171773173,-2.4595642328083294,-0.13899993896484375
-2.598564171773173,-2.4455642938434856,-0.1529998779296875
-0.2715645074665325,-3.247564339619853,2.9759998321533203
-0.08956530092356374,-3.4655647516071575,3.3759994506835938
-1.085565590840556,-3.446565651875712,2.3610000610351562
0.05243489744069407,-3.2845649957477825,3.3369998931884766
-1.5405655145466106,-3.233564400655009,1.6929988861083984
-1.8055649041950481,-3.1535644769489544,1.3479995727539062
-0.14556505678293874,-3.5745640039264934,3.4289989471435547
-2.4685650110065716,-2.2805652856647747,-0.18799972534179688
-0.11456491945383718,-3.309564614278056,3.1949996948242188
0.08243558408620189,-3.2675647973835247,3.3500003814697266
-0.04756548402903249,-3.2345657586872356,3.187000274658203
-2.618564629536845,-2.3695640802204387,-0.24900054931640625
-0.14356424806711843,-3.3015651941120403,3.158000946044922
-0.16656496523020436,-3.3575649499714153,3.190999984741211
-0.20756533144114186,-3.3245640039264934,3.1169986724853516
-2.612564110738017,-2.2245655298053997,-0.3879985809326172
-0.0385647058307903,-3.3535652398884075,3.315000534057617
-2.648565316182353,-2.262565636616923,-0.3859996795654297
-0.4305649041950481,-3.2855644464313762,2.854999542236328
-2.6475639581501262,-2.263565087300517,-0.3839988708496094
-2.6795654535114544,-2.2485656976520794,-0.430999755859375
-2.641565346699931,-2.2155647516071575,-0.42600059509277344
-0.93756487367747,-3.3245640039264934,2.3869991302490234
-0.0035648584186809273,-3.433565163594462,3.4300003051757812
-0.16756441591379811,-3.2115650415241497,3.0440006256103516
-0.10656549928782155,-3.2345657586872356,3.128000259399414
0.014434790629170635,-3.2055645227253216,3.219999313354492
0.040435767191670635,-3.2155647516071575,3.256000518798828
-2.6995640039264934,-2.4125652551471966,-0.2869987487792969
-0.04556467531321218,-3.2885647058307903,3.243000030517578
-2.4035644769489544,-2.5935650110065716,0.1900005340576172
-0.21056559084055593,-3.213563942891337,3.0029983520507812
-0.0925655603229778,-3.191564583760478,3.0989990234375
0.07243535520436595,-3.178564095479228,3.2509994506835938
-0.3985653161823528,-3.20056536195872,2.802000045776367
-2.6455650567829387,-2.213563942891337,-0.43200111389160156
-0.11156466005442311,-3.2315654992878216,3.1200008392333984
-2.3735656976520794,-2.635564827901103,0.26199913024902344
-0.055564904195048115,-3.1885643243610637,3.1329994201660156
-1.2935638665973919,-3.0355644464313762,1.7420005798339844
-0.7675647973835247,-3.4135647058307903,2.6459999084472656
-1.095563912373759,-3.2705650567829387,2.1750011444091797
-0.03356554506418874,-3.292564415913798,3.2589988708496094
-2.5115642785846966,-2.588563942891337,0.07699966430664062
-0.4605655908405559,-3.210565590840556,2.75
-1.5985641717731731,-3.0745640039264934,1.4759998321533203
-2.256565117818095,-2.6165657281696575,0.3600006103515625
-2.6425647973835247,-2.2675647973835247,-0.375
-0.8965645074665325,-3.243564629536845,2.3470001220703125
-0.08556559084055593,-3.1925640344440716,3.1069984436035156
-1.664564156514384,-3.032564187031962,1.3680000305175781
-2.5415649652302044,-2.247564339619853,-0.29400062561035156
-0.5155639886677044,-3.1265640497028606,2.6110000610351562
-2.6005649804889934,-2.204565072041728,-0.3959999084472656
-2.6005649804889934,-2.196565651875712,-0.40399932861328125
-2.4985656976520794,-2.3415642022907512,-0.15700149536132812
-2.5475654840290325,-2.3175640344440716,-0.23000144958496094
-0.015563988667704365,-3.322565102559306,3.3070011138916016
0.08143613340260814,-3.3675651788532512,3.4490013122558594
-2.5055656671345012,-2.303564095479228,-0.20200157165527344
-0.45156481264231374,-3.191564583760478,2.739999771118164
-0.7835655450641887,-3.1335640191852825,2.3499984741210938
-2.762565636616923,-2.31256487367747,-0.4500007629394531
-2.5215645074665325,-2.394565606099345,-0.1269989013671875
-2.4595642328083294,-2.338563942891337,-0.12100028991699219
