 #1)No	#2)log(U)	#3)log(n_H/cm^-3)	#4)log(Age/yr)	#5)NII[6548A]	 #6)EW_NII[6548A]	 #7)NII[6584A]	 #8)EW_NII[6584A]	 #9)SII[6716A]	 #10)EW_SII[6716A]	 #11)SII[6731A]	#12)EW_SII[6731A]	 #13)OI[6300A]	 #14)EW_OI[6300A]	 #15)OIII[4959A]	#16)EW_OIII[4959A]	#17)OIII[5007A]	#18)EW_OIII[5007A]	#19)Ha[6563A]	#20)EW_Ha[6563A]	#21)Hb[4861A]	#22)EW_Hb[4861A]	#23)HeII[4686A]	#24)EW_HeII[4686A]
                    1 -3.5	0.0   6.0000000000000000        2.7639150780381026E+039   160.88584662610097        8.1568916800283868E+039   462.83278316588513        9.1944275520271746E+039   539.91267092345515        6.3026718358865984E+039   364.90145946678092        6.3463598699345586E+038   33.249281889060278        2.9684155304232449E+038   8.6066995896684109        8.9232835823589226E+038   26.672671011862004        5.1704065739736178E+040   3007.4655462874225        1.6885918744436386E+040   476.04271412099831        9.6056043677636164E+035   2.3351720759529408E-002
                    2 -3.5	0.0   6.0999999046325684        2.4071129906169176E+039   125.13458089616357        7.1038940675371741E+039   372.21993476267278        8.1940097554166729E+039   441.62225454304809        5.6039787096671188E+039   299.74923635709894        4.9487609608805907E+038   23.615080044459130        1.7967865031987414E+038   4.6262080661445069        5.4012773281479756E+038   14.341156587712304        5.3026929065897527E+040   2274.2075851812724        1.7198733882444293E+040   428.19465384849144        2.7383974181858458E+035   5.8804699876558132E-003
                    3 -3.5	0.0   6.1999998092651367        2.0727814784975373E+039   102.01271126576772        6.1172118242051212E+039   311.89457637576578        7.2870796969949028E+039   377.64060137229944        4.9837186794428423E+039   259.48007897677763        3.9678342264878692E+038   18.044698462591082        1.2461017884144792E+038   2.9956577477193722        3.7545121952419182E+038   9.3042545939286114        5.1588573519587883E+040   3045.9761800836873        1.6655340635552940E+040   385.66854597853541        1.9568318989396153E+035   3.8999032361355600E-003
                    4 -3.5	0.0   6.3000001907348633        1.6761297521926760E+039   75.696660118563969        4.9466095897610654E+039   224.92945151234301        6.1988001532896554E+039   293.62745367014378        4.2394316240047040E+039   201.81326109830232        2.9397312909275959E+038   12.063479676439528        7.6261902450992793E+037   1.5938712270896549        2.2977757150073515E+038   4.9627682694694792        4.9580127025438901E+040   1836.9495541610315        1.5933369772242720E+040   320.18001919918208        2.2767095806281017E+035   3.8996924997954721E-003
                    5 -3.5	0.0   6.4000000953674316        1.2513631140704933E+039   48.888122231842175        3.6845406248069497E+039   146.75450827893627        4.8348538358038359E+039   200.33709101838951        3.3066128512095386E+039   136.97118007091075        2.0624496227532344E+038   7.2400666275023466        4.6066301883689353E+037  0.78023277889247822        1.3879804508753222E+038   2.4363858597695724        4.2401707841094121E+040   1842.4884292909985        1.3595129515754304E+040   221.64102538623723        9.3838995301369247E+034   1.2939114546958314E-003
                    6 -3.5	0.0   6.5000000000000000        1.5035205290915064E+039   48.749240151033135        4.4372036579371768E+039   148.78003845440506        5.6118927473251017E+039   193.37628786184470        3.8380388131898156E+039   133.03012682144086        3.2969272365925673E+038   9.5200272377366684        1.3431031335430270E+038   1.8495110250555113        4.0467778324683973E+038   5.7958656632886072        3.5736281653122372E+040   1302.3566154710272        1.1537437524897278E+040   154.75919870652754        5.2132597284791293E+034   5.6945198184384571E-004
                    7 -3.5	0.0   6.5999999046325684        1.2900822401433116E+039   53.484487579567656        3.8073026102693789E+039   162.86367613778620        4.6732325887364386E+039   208.73287044580402        3.2034459190537238E+039   145.21615570697014        3.1667763768467008E+038   11.906546002457548        1.3728320087836909E+038   2.4927833638427734        4.1363511126607871E+038   7.7883787652677450        2.6583820546176800E+040   1138.3044325475137        8.6023557056983357E+039   150.57383699005666        1.7243181381517424E+034   2.3608063114311342E-004
                    8 -3.5	0.0   6.6999998092651367        6.2267268535365998E+038   29.539760255517361        1.8376373742088556E+039   89.745152328755566        2.3187814373696339E+039   118.82747959377637        1.5894973750338647E+039   81.733106271219143        1.4664248617437421E+038   6.3739767321321334        5.5751918293581575E+037   1.2002554916602048        1.6798086567849376E+038   3.7589493872712523        1.4596872515186854E+040   710.41729540696679        4.6801504579160485E+039   97.192717675342664        4.5004901450149992E+033   7.3873320819240412E-005
                    9 -3.5	0.0   6.8000001907348633        4.5672977049677081E+038   27.140977108986597        1.3479051127832902E+039   83.223081089839624        1.6468700087331194E+039   108.03488590704013        1.1289100014845439E+039   74.409626945325314        1.3793018561705424E+038   7.7653609413815330        6.5111742904438108E+037   1.8817366607600547        1.9618207361632998E+038   5.8984455109314178        8.2349187898439767E+039   487.73008300083171        2.6525239912719978E+039   74.094080883899736        1.9215837642390757E+034   4.2238332415267603E-004
                   10 -3.5	0.0   6.9000000953674316        2.9045455294776247E+038   19.139250182077863        8.5719215658669644E+038   58.007098470188616        1.0667881639679683E+039   79.280032057593189        7.3295647964311848E+038   55.088405800318284        1.1483603488235584E+038   7.5014142107176554        6.6386257865235138E+037   2.4217230057202390        1.9956215658885025E+038   7.5676212349258218        4.1598549602069186E+039   274.95444649769138        1.3430067286205197E+039   47.993104376299321        9.7516518652685689E+034   2.8412673601391895E-003
